NOMBREPROYEC,URL,CARRERA,FACULTAD
Cápsula informativa de la materia integradora y proceso de graduación.,https://dspace.espol.edu.ec/handle/123456789/54033,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Proyecto de creación de un documental de robótica para el canal público Ecuador TV,https://dspace.espol.edu.ec/handle/123456789/53331,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Diverso,https://dspace.espol.edu.ec/handle/123456789/53979,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
"Producción de documental dramatizado educando, etapa de pre-producción, Grupo C",https://dspace.espol.edu.ec/handle/123456789/57349,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Diferentes tipos de entrevistas y cómo lograr un buen desempeño.,https://dspace.espol.edu.ec/handle/123456789/54059,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Reportaje sobre el Bullying en los colegios de Guayaquil.,https://dspace.espol.edu.ec/handle/123456789/54232,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Proyecto de diseño e implementación de un documental sobre tribus urbanas en la ciudad de Guayaquil,https://dspace.espol.edu.ec/handle/123456789/10378,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Documental-Informativo CADS (Centro de Agua y Desarrollo Sustentable).,https://dspace.espol.edu.ec/handle/123456789/54107,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Video documental sobre los beneficios de una educación musical en niños y adolescentes.,https://dspace.espol.edu.ec/handle/123456789/54072,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
"Producción de material lúdico, informativo e interactivo acerca del distanciamiento social orientado a niños entre 4 a 7 años",https://dspace.espol.edu.ec/handle/123456789/56272,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Crisis de Polinizadores - Preservar nuestro futuro,https://dspace.espol.edu.ec/handle/123456789/54075,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
El sendero perdido el rocío,https://dspace.espol.edu.ec/handle/123456789/54001,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
"Cine Foro, mucho más que cine",https://dspace.espol.edu.ec/handle/123456789/54855,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
"Creación de un video informativo sobre las comunas de Santa Elena abarcando la sociedad, cultura, tradiciones y sus territorios patrimoniales.",https://dspace.espol.edu.ec/handle/123456789/53928,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Audiovisual a partir de la realidad,https://dspace.espol.edu.ec/handle/123456789/53857,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Dinámica y Determinación de Nutrientes y Productividad de la Cuenca del Río Guayas.,https://dspace.espol.edu.ec/handle/123456789/54064,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Prostitución en el mundo del modelaje.,https://dspace.espol.edu.ec/handle/123456789/54225,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Realización del Video Tutorial “Tipos de Entrevistas Laborales (Metodologías y Técnicas)” para el Centro de Promoción y Empleo (CEPROEM) .,https://dspace.espol.edu.ec/handle/123456789/53059,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Evaluación del Estado Nutricional a los Novatos de ESPOL,https://dspace.espol.edu.ec/handle/123456789/54031,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Creación de clips desarrollando el tema “CONOCIENDO LAS FRUTAS” para el cibv “NIÑO JESÚS”,https://dspace.espol.edu.ec/handle/123456789/54156,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Seguimiento a graduados de EDCOM,https://dspace.espol.edu.ec/handle/123456789/54078,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Dirección de arte enfocado al rediseño de la imagen del programa “Más Deporte” de Caravana TV (región El Oro),https://dspace.espol.edu.ec/handle/123456789/52558,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Cápsulas informativas sobre los desechos y su impacto en el medio ambiente,https://dspace.espol.edu.ec/handle/123456789/54065,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Dinámica del flujo de sedimentos en los estuarios.,https://dspace.espol.edu.ec/handle/123456789/54246,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
"Elaboración de un documental periodístico sobre el feminicidio, su reciente tipificación legal y el impacto de este delito dentro de las familias guayaquileñas",https://dspace.espol.edu.ec/handle/123456789/54601,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
"Campaña de educación vial, normas de tránsito.",https://dspace.espol.edu.ec/handle/123456789/54103,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
"Realización de un reportaje sobre Armando Asunción, orfebre de la comuna La Entrada de la provincia de Santa Elena.",https://dspace.espol.edu.ec/handle/123456789/54062,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Presentación de Programa de Vinculación con la Sociedad de la FICT hacia sus estudiantes,https://dspace.espol.edu.ec/handle/123456789/54791,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Elaboración de una Propuesta Audiovisual Infantil de Promoción de Valores Universales,https://dspace.espol.edu.ec/handle/123456789/54638,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Producción de un Documental ”Espacios públicos destinados a los músicos callejeros en la ciudad de Guayaquil”,https://dspace.espol.edu.ec/handle/123456789/53933,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Creatividad Prosaica.,https://dspace.espol.edu.ec/handle/123456789/54061,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Spots Promocionales de las Carreras FCV.,https://dspace.espol.edu.ec/handle/123456789/54215,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Evaluación Ecotoxicológica en dos áreas protegidas del Golfo de Guayaquil.,https://dspace.espol.edu.ec/handle/123456789/54051,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Realización de un video de corte documental mostrando las vivencias de habitantes nativos y extranjeros que residen en la comuna de Montañita para conocimiento de la sociedad,https://dspace.espol.edu.ec/handle/123456789/53915,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
"Elaboración de video institucional y cápsulas publicitarias, educativas e informativas para el Parque Agroturístico Pachakay – Bucay, Ecuador",https://dspace.espol.edu.ec/handle/123456789/53893,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Ajá! Parque de la Ciencia,https://dspace.espol.edu.ec/handle/123456789/54114,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Diseño y Producción de la Propuesta Televisiva de Fomento al Patrimonio Gastronómico Nacional “Sabores de mi Tierra”,https://dspace.espol.edu.ec/handle/123456789/54309,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Realización de una pieza audiovisual que aborda la etapa del adulto mayor en la sociedad guayaquileña para la concientización sobre los estereotipos erróneos que existen acerca de este grupo de personas,https://dspace.espol.edu.ec/handle/123456789/53909,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
"Migrantes venezolanos en el Ecuador, Lejos.",https://dspace.espol.edu.ec/handle/123456789/54054,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Documental la Educación del Milenio,https://dspace.espol.edu.ec/handle/123456789/53989,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Estudio de factibilidad para la implementación de una agencia de asesoramiento gráfico y audiovisual en la ciudad de Milagro,https://dspace.espol.edu.ec/handle/123456789/54338,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
"Descripción de la etapa preproducción (manual de funciones, cronograma de trabajo, plan de rodaje)",https://dspace.espol.edu.ec/handle/123456789/56946,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
“Un futuro mejor” Implantes Cráneo-maxilofaciales.,https://dspace.espol.edu.ec/handle/123456789/54190,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
Programa Campus Deportivo Episodio Cheerleaders de la ESPOL.,https://dspace.espol.edu.ec/handle/123456789/54165,Licenciatura en Diseño y Producción Audiovisual,Escuela de Diseño y Comunicación Visual
